state,district,subdistrict,village,latitude,longitude,geometry
Assam,Nagaon,Nagaon Sub-Division,Hnahthial Ward-19,26.4183,92.6981,POINT(92.6981 26.4183)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Mangan Ward-20,25.4822,92.0328,POINT(92.0328 25.4822)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Nambol Ward-21,25.4225,91.2266,POINT(91.2266 25.4225)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Hnahthial Ward-22,25.9462,91.7662,POINT(91.7662 25.9462)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Chaygaon Ward-23,25.5765,92.3211,POINT(92.3211 25.5765)
Sikkim,East Sikkim,East Sikkim Sub-Division,Bishalgarh Ward-24,27.4385,88.6103,POINT(88.6103 27.4385)
Sikkim,North Sikkim,North Sikkim Sub-Division,Kalaigaon Ward-25,27.4305,88.5801,POINT(88.5801 27.4305)
Sikkim,South Sikkim,South Sikkim Sub-Division,Hnahthial Ward-1,27.2042,88.3302,POINT(88.3302 27.2042)
Nagaland,Kohima,Kohima Sub-Division,Tseminyu Ward-2,25.8171,94.1615,POINT(94.1615 25.8171)
Nagaland,Dimapur,Dimapur Sub-Division,Sipajhar Ward-3,25.9054,93.7664,POINT(93.7664 25.9054)
Nagaland,Mokokchung,Mokokchung Sub-Division,Chumukedima Ward-4,26.1988,94.6105,POINT(94.6105 26.1988)
Manipur,Imphal West,Imphal West Sub-Division,Chaygaon Ward-5,24.9379,94.0393,POINT(94.0393 24.9379)
Manipur,Bishnupur,Bishnupur Sub-Division,Dirang Ward-6,24.6477,93.8897,POINT(93.8897 24.6477)
Manipur,Senapati,Senapati Sub-Division,Teliamura Ward-7,25.1383,94.0583,POINT(94.0583 25.1383)
Mizoram,Aizawl,Aizawl Sub-Division,Rangia Ward-8,23.7528,92.7982,POINT(92.7982 23.7528)
Mizoram,Kolasib,Kolasib Sub-Division,Cherrapunji Ward-9,24.1239,92.5847,POINT(92.5847 24.1239)
Mizoram,Lunglei,Lunglei Sub-Division,Teliamura Ward-10,22.9413,92.6842,POINT(92.6842 22.9413)
Tripura,West Tripura,West Tripura Sub-Division,Mairang Ward-11,23.8686,91.2163,POINT(91.2163 23.8686)
Tripura,Sipahijala,Sipahijala Sub-Division,Rangia Ward-12,23.5405,91.3861,POINT(91.3861 23.5405)
Tripura,Dhalai,Dhalai Sub-Division,Moirang Ward-13,23.8301,91.7054,POINT(91.7054 23.8301)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Chaygaon Ward-14,27.5792,91.9169,POINT(91.9169 27.5792)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Teliamura Ward-15,27.3323,92.3567,POINT(92.3567 27.3323)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Dirang Ward-16,27.1525,93.6737,POINT(93.6737 27.1525)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Bishalgarh Ward-17,27.9565,95.2332,POINT(95.2332 27.9565)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Dirang Ward-18,27.6577,93.7428,POINT(93.7428 27.6577)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Kalaigaon Ward-19,26.2471,91.8437,POINT(91.8437 26.2471)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Hnahthial Ward-20,26.174,91.5542,POINT(91.5542 26.174)
Assam,Darrang,Darrang Sub-Division,Cherrapunji Ward-21,26.5236,92.0146,POINT(92.0146 26.5236)
Assam,Sonitpur,Sonitpur Sub-Division,Sipajhar Ward-22,26.6594,92.703,POINT(92.703 26.6594)
Assam,Dibrugarh,Dibrugarh Sub-Division,Jang Ward-23,27.423,94.7928,POINT(94.7928 27.423)
Assam,Cachar,Cachar Sub-Division,Chaygaon Ward-24,24.9379,92.85,POINT(92.85 24.9379)
Assam,Nagaon,Nagaon Sub-Division,Nongpoh Ward-25,26.2063,92.6539,POINT(92.6539 26.2063)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Mairang Ward-1,25.6324,91.9883,POINT(91.9883 25.6324)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Gyalshing Ward-2,25.3657,91.2829,POINT(91.2829 25.3657)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Mangan Ward-3,25.8751,91.872,POINT(91.872 25.8751)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Tseminyu Ward-4,25.4345,92.1809,POINT(92.1809 25.4345)
Sikkim,East Sikkim,East Sikkim Sub-Division,Moirang Ward-5,27.2921,88.5261,POINT(88.5261 27.2921)
Sikkim,North Sikkim,North Sikkim Sub-Division,Ambassa Ward-6,27.6265,88.656,POINT(88.656 27.6265)
Sikkim,South Sikkim,South Sikkim Sub-Division,Kalaigaon Ward-7,27.108,88.4134,POINT(88.4134 27.108)
Nagaland,Kohima,Kohima Sub-Division,Sipajhar Ward-8,25.7455,94.1974,POINT(94.1974 25.7455)
Nagaland,Dimapur,Dimapur Sub-Division,Mairang Ward-9,25.819,93.7847,POINT(93.7847 25.819)
Nagaland,Mokokchung,Mokokchung Sub-Division,Rupa Ward-10,26.2348,94.5517,POINT(94.5517 26.2348)
Manipur,Imphal West,Imphal West Sub-Division,Singtam Ward-11,24.8151,93.8572,POINT(93.8572 24.8151)
Manipur,Bishnupur,Bishnupur Sub-Division,Singtam Ward-12,24.7467,93.7216,POINT(93.7216 24.7467)
Manipur,Senapati,Senapati Sub-Division,Dirang Ward-13,25.261,94.102,POINT(94.102 25.261)
Mizoram,Aizawl,Aizawl Sub-Division,Chumukedima Ward-14,23.6133,92.6348,POINT(92.6348 23.6133)
Mizoram,Kolasib,Kolasib Sub-Division,Chumukedima Ward-15,24.3008,92.761,POINT(92.761 24.3008)
Mizoram,Lunglei,Lunglei Sub-Division,Sipajhar Ward-16,22.937,92.7446,POINT(92.7446 22.937)
Tripura,West Tripura,West Tripura Sub-Division,Tseminyu Ward-17,23.9654,91.3765,POINT(91.3765 23.9654)
Tripura,Sipahijala,Sipahijala Sub-Division,Mangan Ward-18,23.7195,91.3449,POINT(91.3449 23.7195)
Tripura,Dhalai,Dhalai Sub-Division,Singtam Ward-19,23.7126,91.7316,POINT(91.7316 23.7126)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Gyalshing Ward-20,27.5446,91.9279,POINT(91.9279 27.5446)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Sipajhar Ward-21,27.3343,92.2957,POINT(92.2957 27.3343)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Gyalshing Ward-22,26.9873,93.5272,POINT(93.5272 26.9873)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Tseminyu Ward-23,28.1664,95.3181,POINT(95.3181 28.1664)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Moirang Ward-24,27.5117,93.9065,POINT(93.9065 27.5117)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Mangan Ward-25,26.2205,91.7451,POINT(91.7451 26.2205)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Teliamura Ward-1,26.159,91.5348,POINT(91.5348 26.159)
Assam,Darrang,Darrang Sub-Division,Teliamura Ward-2,26.5067,92.1641,POINT(92.1641 26.5067)
Assam,Sonitpur,Sonitpur Sub-Division,Moirang Ward-3,26.7257,92.9257,POINT(92.9257 26.7257)
Assam,Dibrugarh,Dibrugarh Sub-Division,Teliamura Ward-4,27.5545,94.8922,POINT(94.8922 27.5545)
Assam,Cachar,Cachar Sub-Division,Singtam Ward-5,24.8757,92.8997,POINT(92.8997 24.8757)
Assam,Nagaon,Nagaon Sub-Division,Gyalshing Ward-6,26.4349,92.7967,POINT(92.7967 26.4349)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Lumla Ward-7,25.639,92.0054,POINT(92.0054 25.639)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Serchhip Ward-8,25.3624,91.1939,POINT(91.1939 25.3624)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Teliamura Ward-9,25.8712,91.9232,POINT(91.9232 25.8712)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Gyalshing Ward-10,25.4956,92.2592,POINT(92.2592 25.4956)
Sikkim,East Sikkim,East Sikkim Sub-Division,Lumla Ward-11,27.4215,88.7208,POINT(88.7208 27.4215)
Sikkim,North Sikkim,North Sikkim Sub-Division,Ambassa Ward-12,27.5675,88.622,POINT(88.622 27.5675)
Sikkim,South Sikkim,South Sikkim Sub-Division,Sipajhar Ward-13,27.0841,88.3535,POINT(88.3535 27.0841)
Nagaland,Kohima,Kohima Sub-Division,Rangia Ward-14,25.5731,93.967,POINT(93.967 25.5731)
Nagaland,Dimapur,Dimapur Sub-Division,Tenga Ward-15,26.0065,93.6687,POINT(93.6687 26.0065)
Nagaland,Mokokchung,Mokokchung Sub-Division,Serchhip Ward-16,26.193,94.4819,POINT(94.4819 26.193)
Manipur,Imphal West,Imphal West Sub-Division,Hnahthial Ward-17,24.894,94.0692,POINT(94.0692 24.894)
Manipur,Bishnupur,Bishnupur Sub-Division,Jang Ward-18,24.6183,93.9094,POINT(93.9094 24.6183)
Manipur,Senapati,Senapati Sub-Division,Kalaigaon Ward-19,25.3244,94.1413,POINT(94.1413 25.3244)
Mizoram,Aizawl,Aizawl Sub-Division,Rangia Ward-20,23.6822,92.653,POINT(92.653 23.6822)
Mizoram,Kolasib,Kolasib Sub-Division,Teliamura Ward-21,24.112,92.6433,POINT(92.6433 24.112)
Mizoram,Lunglei,Lunglei Sub-Division,Mangan Ward-22,22.9047,92.8369,POINT(92.8369 22.9047)
Tripura,West Tripura,West Tripura Sub-Division,Chumukedima Ward-23,23.8092,91.2604,POINT(91.2604 23.8092)
Tripura,Sipahijala,Sipahijala Sub-Division,Chumukedima Ward-24,23.6279,91.2958,POINT(91.2958 23.6279)
Tripura,Dhalai,Dhalai Sub-Division,Rangia Ward-25,23.8677,91.9336,POINT(91.9336 23.8677)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Rangia Ward-1,27.5631,91.8414,POINT(91.8414 27.5631)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Chumukedima Ward-2,27.2396,92.3148,POINT(92.3148 27.2396)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Bishalgarh Ward-3,26.9892,93.678,POINT(93.678 26.9892)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Singtam Ward-4,28.0526,95.1858,POINT(95.1858 28.0526)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Chumukedima Ward-5,27.6855,93.8605,POINT(93.8605 27.6855)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Jang Ward-6,26.0814,91.743,POINT(91.743 26.0814)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Kalaigaon Ward-7,26.126,91.5578,POINT(91.5578 26.126)
Assam,Darrang,Darrang Sub-Division,Rangia Ward-8,26.4285,92.162,POINT(92.162 26.4285)
Assam,Sonitpur,Sonitpur Sub-Division,Sipajhar Ward-9,26.7295,92.7892,POINT(92.7892 26.7295)
Assam,Dibrugarh,Dibrugarh Sub-Division,Rangia Ward-10,27.3362,94.9064,POINT(94.9064 27.3362)
Assam,Cachar,Cachar Sub-Division,Nambol Ward-11,24.9177,92.7715,POINT(92.7715 24.9177)
Assam,Nagaon,Nagaon Sub-Division,Hnahthial Ward-12,26.2368,92.7249,POINT(92.7249 26.2368)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Tenga Ward-13,25.6887,91.8409,POINT(91.8409 25.6887)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Gyalshing Ward-14,25.4762,91.3801,POINT(91.3801 25.4762)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Mairang Ward-15,26.017,91.9508,POINT(91.9508 26.017)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Bishalgarh Ward-16,25.3074,92.239,POINT(92.239 25.3074)
Sikkim,East Sikkim,East Sikkim Sub-Division,Ambassa Ward-17,27.226,88.6243,POINT(88.6243 27.226)
Sikkim,North Sikkim,North Sikkim Sub-Division,Mangan Ward-18,27.5773,88.6872,POINT(88.6872 27.5773)
Sikkim,South Sikkim,South Sikkim Sub-Division,Tseminyu Ward-19,27.2891,88.2361,POINT(88.2361 27.2891)
Nagaland,Kohima,Kohima Sub-Division,Lumla Ward-20,25.6076,94.0203,POINT(94.0203 25.6076)
Nagaland,Dimapur,Dimapur Sub-Division,Moirang Ward-21,25.8901,93.8196,POINT(93.8196 25.8901)
Nagaland,Mokokchung,Mokokchung Sub-Division,Moirang Ward-22,26.3224,94.6502,POINT(94.6502 26.3224)
Manipur,Imphal West,Imphal West Sub-Division,Rupa Ward-23,24.9249,93.882,POINT(93.882 24.9249)
Manipur,Bishnupur,Bishnupur Sub-Division,Nambol Ward-24,24.6449,93.7001,POINT(93.7001 24.6449)
Manipur,Senapati,Senapati Sub-Division,Cherrapunji Ward-25,25.202,93.9822,POINT(93.9822 25.202)
Mizoram,Aizawl,Aizawl Sub-Division,Mairang Ward-1,23.6315,92.7816,POINT(92.7816 23.6315)
Mizoram,Kolasib,Kolasib Sub-Division,Chumukedima Ward-2,24.1938,92.6273,POINT(92.6273 24.1938)
Mizoram,Lunglei,Lunglei Sub-Division,Gyalshing Ward-3,22.7456,92.6619,POINT(92.6619 22.7456)
Tripura,West Tripura,West Tripura Sub-Division,Nongpoh Ward-4,23.9072,91.2523,POINT(91.2523 23.9072)
Tripura,Sipahijala,Sipahijala Sub-Division,Chaygaon Ward-5,23.6509,91.1816,POINT(91.1816 23.6509)
Tripura,Dhalai,Dhalai Sub-Division,Gyalshing Ward-6,23.9658,91.7807,POINT(91.7807 23.9658)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Singtam Ward-7,27.6025,91.945,POINT(91.945 27.6025)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Teliamura Ward-8,27.3684,92.416,POINT(92.416 27.3684)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Serchhip Ward-9,27.246,93.7012,POINT(93.7012 27.246)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Mangan Ward-10,28.0825,95.1885,POINT(95.1885 28.0825)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Lumla Ward-11,27.4868,93.9716,POINT(93.9716 27.4868)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Ambassa Ward-12,26.0765,91.6615,POINT(91.6615 26.0765)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Serchhip Ward-13,26.2247,91.5875,POINT(91.5875 26.2247)
Assam,Darrang,Darrang Sub-Division,Dirang Ward-14,26.4622,91.902,POINT(91.902 26.4622)
Assam,Sonitpur,Sonitpur Sub-Division,Lumla Ward-15,26.5257,92.8095,POINT(92.8095 26.5257)
Assam,Dibrugarh,Dibrugarh Sub-Division,Mangan Ward-16,27.4742,95.0026,POINT(95.0026 27.4742)
Assam,Cachar,Cachar Sub-Division,Serchhip Ward-17,24.7617,92.8547,POINT(92.8547 24.7617)
Assam,Nagaon,Nagaon Sub-Division,Rangia Ward-18,26.2917,92.5972,POINT(92.5972 26.2917)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Rupa Ward-19,25.4689,92.02,POINT(92.02 25.4689)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Tenga Ward-20,25.5618,91.2339,POINT(91.2339 25.5618)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Serchhip Ward-21,25.8678,91.7543,POINT(91.7543 25.8678)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Hnahthial Ward-22,25.3093,92.2996,POINT(92.2996 25.3093)
Sikkim,East Sikkim,East Sikkim Sub-Division,Moirang Ward-23,27.4805,88.5694,POINT(88.5694 27.4805)
Sikkim,North Sikkim,North Sikkim Sub-Division,Kalaigaon Ward-24,27.5804,88.6091,POINT(88.6091 27.5804)
Sikkim,South Sikkim,South Sikkim Sub-Division,Ambassa Ward-25,27.0779,88.2028,POINT(88.2028 27.0779)
Nagaland,Kohima,Kohima Sub-Division,Dirang Ward-1,25.8015,94.0659,POINT(94.0659 25.8015)
Nagaland,Dimapur,Dimapur Sub-Division,Serchhip Ward-2,25.9993,93.6438,POINT(93.6438 25.9993)
Nagaland,Mokokchung,Mokokchung Sub-Division,Jang Ward-3,26.3229,94.5812,POINT(94.5812 26.3229)
Manipur,Imphal West,Imphal West Sub-Division,Nongpoh Ward-4,24.9133,93.9056,POINT(93.9056 24.9133)
Manipur,Bishnupur,Bishnupur Sub-Division,Cherrapunji Ward-5,24.5335,93.6726,POINT(93.6726 24.5335)
Manipur,Senapati,Senapati Sub-Division,Dirang Ward-6,25.2795,93.8796,POINT(93.8796 25.2795)
Mizoram,Aizawl,Aizawl Sub-Division,Tenga Ward-7,23.8572,92.8242,POINT(92.8242 23.8572)
Mizoram,Kolasib,Kolasib Sub-Division,Nongpoh Ward-8,24.1276,92.7334,POINT(92.7334 24.1276)
Mizoram,Lunglei,Lunglei Sub-Division,Serchhip Ward-9,22.9342,92.8549,POINT(92.8549 22.9342)
Tripura,West Tripura,West Tripura Sub-Division,Singtam Ward-10,23.9644,91.1524,POINT(91.1524 23.9644)
Tripura,Sipahijala,Sipahijala Sub-Division,Moirang Ward-11,23.6071,91.1985,POINT(91.1985 23.6071)
Tripura,Dhalai,Dhalai Sub-Division,Chumukedima Ward-12,23.9277,91.9651,POINT(91.9651 23.9277)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Hnahthial Ward-13,27.5958,91.8043,POINT(91.8043 27.5958)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Ambassa Ward-14,27.286,92.2735,POINT(92.2735 27.286)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Dirang Ward-15,27.2377,93.7417,POINT(93.7417 27.2377)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Tseminyu Ward-16,28.1038,95.205,POINT(95.205 28.1038)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Nambol Ward-17,27.6392,93.9605,POINT(93.9605 27.6392)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Kalaigaon Ward-18,26.066,91.6884,POINT(91.6884 26.066)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Mangan Ward-19,26.106,91.4339,POINT(91.4339 26.106)
Assam,Darrang,Darrang Sub-Division,Teliamura Ward-20,26.4896,92.0547,POINT(92.0547 26.4896)
Assam,Sonitpur,Sonitpur Sub-Division,Lumla Ward-21,26.597,92.9096,POINT(92.9096 26.597)
Assam,Dibrugarh,Dibrugarh Sub-Division,Singtam Ward-22,27.5985,94.8946,POINT(94.8946 27.5985)
Assam,Cachar,Cachar Sub-Division,Jang Ward-23,24.7138,92.6456,POINT(92.6456 24.7138)
Assam,Nagaon,Nagaon Sub-Division,Rangia Ward-24,26.2239,92.7596,POINT(92.7596 26.2239)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Rangia Ward-25,25.616,91.8793,POINT(91.8793 25.616)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Gyalshing Ward-1,25.5458,91.2119,POINT(91.2119 25.5458)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Hnahthial Ward-2,25.9052,91.9063,POINT(91.9063 25.9052)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Dirang Ward-3,25.3203,92.2868,POINT(92.2868 25.3203)
Sikkim,East Sikkim,East Sikkim Sub-Division,Dirang Ward-4,27.3416,88.5631,POINT(88.5631 27.3416)
Sikkim,North Sikkim,North Sikkim Sub-Division,Ambassa Ward-5,27.4229,88.6391,POINT(88.6391 27.4229)
Sikkim,South Sikkim,South Sikkim Sub-Division,Rangia Ward-6,27.1739,88.3955,POINT(88.3955 27.1739)
Nagaland,Kohima,Kohima Sub-Division,Singtam Ward-7,25.7577,94.0028,POINT(94.0028 25.7577)
Nagaland,Dimapur,Dimapur Sub-Division,Rupa Ward-8,26.0479,93.7328,POINT(93.7328 26.0479)
Nagaland,Mokokchung,Mokokchung Sub-Division,Mangan Ward-9,26.3271,94.6206,POINT(94.6206 26.3271)
Manipur,Imphal West,Imphal West Sub-Division,Mangan Ward-10,24.96,93.979,POINT(93.979 24.96)
Manipur,Bishnupur,Bishnupur Sub-Division,Nambol Ward-11,24.6828,93.8229,POINT(93.8229 24.6828)
Manipur,Senapati,Senapati Sub-Division,Cherrapunji Ward-12,25.2835,94.1489,POINT(94.1489 25.2835)
Mizoram,Aizawl,Aizawl Sub-Division,Sipajhar Ward-13,23.6086,92.8304,POINT(92.8304 23.6086)
Mizoram,Kolasib,Kolasib Sub-Division,Nongpoh Ward-14,24.0711,92.5969,POINT(92.5969 24.0711)
Mizoram,Lunglei,Lunglei Sub-Division,Kalaigaon Ward-15,22.8742,92.8205,POINT(92.8205 22.8742)
Tripura,West Tripura,West Tripura Sub-Division,Rangia Ward-16,23.7431,91.1921,POINT(91.1921 23.7431)
Tripura,Sipahijala,Sipahijala Sub-Division,Serchhip Ward-17,23.494,91.1966,POINT(91.1966 23.494)
Tripura,Dhalai,Dhalai Sub-Division,Mairang Ward-18,23.9738,91.808,POINT(91.808 23.9738)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Dirang Ward-19,27.5018,91.788,POINT(91.788 27.5018)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Teliamura Ward-20,27.1681,92.2723,POINT(92.2723 27.1681)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Singtam Ward-21,27.1998,93.5078,POINT(93.5078 27.1998)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Bishalgarh Ward-22,28.1968,95.2675,POINT(95.2675 28.1968)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Chaygaon Ward-23,27.4514,93.8381,POINT(93.8381 27.4514)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Singtam Ward-24,26.258,91.6058,POINT(91.6058 26.258)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Tenga Ward-25,26.0919,91.5718,POINT(91.5718 26.0919)
Assam,Darrang,Darrang Sub-Division,Tenga Ward-1,26.5951,91.9544,POINT(91.9544 26.5951)
Assam,Sonitpur,Sonitpur Sub-Division,Rupa Ward-2,26.7401,92.7309,POINT(92.7309 26.7401)
Assam,Dibrugarh,Dibrugarh Sub-Division,Cherrapunji Ward-3,27.5615,95.0239,POINT(95.0239 27.5615)
Assam,Cachar,Cachar Sub-Division,Cherrapunji Ward-4,24.83,92.8471,POINT(92.8471 24.83)
Assam,Nagaon,Nagaon Sub-Division,Lumla Ward-5,26.2147,92.6866,POINT(92.6866 26.2147)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Singtam Ward-6,25.5411,91.899,POINT(91.899 25.5411)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Mangan Ward-7,25.5684,91.3247,POINT(91.3247 25.5684)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Tenga Ward-8,25.9414,91.9672,POINT(91.9672 25.9414)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Chumukedima Ward-9,25.3609,92.309,POINT(92.309 25.3609)
Sikkim,East Sikkim,East Sikkim Sub-Division,Rangia Ward-10,27.302,88.5037,POINT(88.5037 27.302)
Sikkim,North Sikkim,North Sikkim Sub-Division,Moirang Ward-11,27.3903,88.4252,POINT(88.4252 27.3903)
Sikkim,South Sikkim,South Sikkim Sub-Division,Nambol Ward-12,27.0323,88.3537,POINT(88.3537 27.0323)
Nagaland,Kohima,Kohima Sub-Division,Bishalgarh Ward-13,25.6478,94.2,POINT(94.2 25.6478)
Nagaland,Dimapur,Dimapur Sub-Division,Moirang Ward-14,25.8893,93.6572,POINT(93.6572 25.8893)
Nagaland,Mokokchung,Mokokchung Sub-Division,Hnahthial Ward-15,26.4278,94.5238,POINT(94.5238 26.4278)
Manipur,Imphal West,Imphal West Sub-Division,Singtam Ward-16,24.7353,93.8224,POINT(93.8224 24.7353)
Manipur,Bishnupur,Bishnupur Sub-Division,Mairang Ward-17,24.5414,93.7133,POINT(93.7133 24.5414)
Manipur,Senapati,Senapati Sub-Division,Tseminyu Ward-18,25.3636,93.9172,POINT(93.9172 25.3636)
Mizoram,Aizawl,Aizawl Sub-Division,Kalaigaon Ward-19,23.8028,92.7895,POINT(92.7895 23.8028)
Mizoram,Kolasib,Kolasib Sub-Division,Dirang Ward-20,24.1546,92.634,POINT(92.634 24.1546)
Mizoram,Lunglei,Lunglei Sub-Division,Nambol Ward-21,22.9573,92.5936,POINT(92.5936 22.9573)
Tripura,West Tripura,West Tripura Sub-Division,Tseminyu Ward-22,23.7263,91.2561,POINT(91.2561 23.7263)
Tripura,Sipahijala,Sipahijala Sub-Division,Kalaigaon Ward-23,23.5551,91.3381,POINT(91.3381 23.5551)
Tripura,Dhalai,Dhalai Sub-Division,Mangan Ward-24,23.8384,91.9376,POINT(91.9376 23.8384)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Mangan Ward-25,27.7187,91.8347,POINT(91.8347 27.7187)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Hnahthial Ward-1,27.2269,92.4392,POINT(92.4392 27.2269)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Nongpoh Ward-2,27.1003,93.6643,POINT(93.6643 27.1003)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Ambassa Ward-3,28.1217,95.297,POINT(95.297 28.1217)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Rupa Ward-4,27.5761,93.8503,POINT(93.8503 27.5761)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Mangan Ward-5,26.2803,91.6853,POINT(91.6853 26.2803)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Cherrapunji Ward-6,26.2072,91.5293,POINT(91.5293 26.2072)
Assam,Darrang,Darrang Sub-Division,Tenga Ward-7,26.4623,91.9375,POINT(91.9375 26.4623)
Assam,Sonitpur,Sonitpur Sub-Division,Chumukedima Ward-8,26.6755,92.734,POINT(92.734 26.6755)
Assam,Dibrugarh,Dibrugarh Sub-Division,Teliamura Ward-9,27.3324,94.9687,POINT(94.9687 27.3324)
Assam,Cachar,Cachar Sub-Division,Singtam Ward-10,24.9567,92.7447,POINT(92.7447 24.9567)
Assam,Nagaon,Nagaon Sub-Division,Cherrapunji Ward-11,26.2162,92.5512,POINT(92.5512 26.2162)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Singtam Ward-12,25.7017,91.8606,POINT(91.8606 25.7017)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Chumukedima Ward-13,25.5829,91.2267,POINT(91.2267 25.5829)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Kalaigaon Ward-14,25.8117,91.8597,POINT(91.8597 25.8117)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Moirang Ward-15,25.4725,92.1431,POINT(92.1431 25.4725)
Sikkim,East Sikkim,East Sikkim Sub-Division,Cherrapunji Ward-16,27.2715,88.4587,POINT(88.4587 27.2715)
Sikkim,North Sikkim,North Sikkim Sub-Division,Gyalshing Ward-17,27.5315,88.4741,POINT(88.4741 27.5315)
Sikkim,South Sikkim,South Sikkim Sub-Division,Cherrapunji Ward-18,27.1581,88.3728,POINT(88.3728 27.1581)
Nagaland,Kohima,Kohima Sub-Division,Rupa Ward-19,25.8008,94.0626,POINT(94.0626 25.8008)
